"What is the key characteristic of a 'real-time OS'?","It is open-source","It has well-defined fixed time constraints","It is used for high-performance computing (HPC)","It is based on a microkernel","B"
"What foundation started the 'copyleft' GNU Public License (GPL) movement?","The Linux Foundation","The Apache Foundation","The Free Software Foundation (FSF)","The Open Handset Alliance","C"
"In the UNIX `read()` API example, what does a return value of 0 indicate?","An error has occurred","The file was read successfully","End of file","The file descriptor is invalid","C"
"In the UNIX `read()` API example, what does a return value of -1 indicate?","An error has occurred","The file was read successfully","End of file","The file descriptor is invalid","A"
"In the table of Windows and Unix system calls, `shmget()` on Unix is in what category?","Process Control","File Manipulation","Protection","Communication","D"
"In the table of Windows and Unix system calls, `ioctl()` on Unix is in what category?","Device Manipulation","Information Maintenance","Protection","Communication","A"
"What is a 'registry', as implemented in some systems?","A kernel data structure for linked lists","A place to store and retrieve configuration information","A table of system calls","A list of user IDs and group IDs","B"
"What is the main *detriment* of writing an OS in a high-level language instead of assembly?","It is slower","It is harder to debug","It is less portable","It is less secure","A"
"In the layered approach to OS structure, what is Layer 0?","The user interface","The kernel","The hardware","The system programs","C"
"What is the name of the Mac OS X kernel, which is partly based on the Mach microkernel?","Aqua","Cocoa","Darwin","XNU","C"
"What programming environment is mentioned for Mac OS X that works with the Aqua UI?","Cocoa","Java API","POSIX","Win32","A"
"What is the name of the API for developing applications on iOS?","Cocoa Touch","Android API","Java","POSIX","A"
"Android applications are developed in Java, but they run on which virtual machine?","Java Virtual Machine (JVM)","Dalvik virtual machine","VMware","XenServer","B"
"What is 'profiling' as a debugging technique?","Capturing the memory of a process that failed","Capturing kernel memory after an OS failure","Periodic sampling of the instruction pointer to find statistical trends","A trace listing of all system activities","C"
"What is the program called that obtains hardware configuration information to build a system-specific kernel?","GRUB","Bootstrap loader","SYSGEN","DTrace","C"
"What is GRUB?","The kernel for Mac OS X","A common bootstrap loader that allows kernel selection","A type of system call","A debugging tool in Solaris","B"
"Which of the following is *not* a benefit of the microkernel system structure?","It is easier to extend","It is more reliable","It is more secure","It has lower performance overhead","D"
"In a traditional UNIX system structure, which of the following is *not* part of the kernel?","CPU scheduling","File system","System libraries","Block I/O system","C"
"What is the term for a software-generated interrupt caused by an error or a user request?","A trap or exception","A hardware failure","A device-status interrupt","A DMA request","A"
"What component connects CPUs and device controllers, providing access to shared memory?","A common bus","The kernel","The system call interface","A loadable module","A"
